"","LOC_ID","latitude","longitude","Year","yard_type_pavement","yard_type_garden","yard_type_landsca","yard_type_woods","yard_type_desert","hab_dcid_woods","hab_evgr_woods","hab_mixed_woods","hab_orchard","hab_park","hab_water_fresh","hab_water_salt","hab_residential","hab_industrial","hab_agricultural","hab_desert_scrub","hab_young_woods","hab_swamp","hab_marsh","evgr_trees_atleast","evgr_shrbs_atleast","dcid_trees_atleast","dcid_shrbs_atleast","fru_trees_atleast","cacti_atleast","brsh_piles_atleast","water_srcs_atleast","bird_baths_atleast","nearby_feeders","squirrels","cats","dogs","humans","housing_density","fed_yr_round","fed_in_jan","fed_in_feb","fed_in_mar","fed_in_apr","fed_in_may","fed_in_jun","fed_in_jul","fed_in_aug","fed_in_sep","fed_in_oct","fed_in_nov","fed_in_dec","numfeeders_suet","numfeeders_ground","numfeeders_hanging","numfeeders_platfrm","numfeeders_humming","numfeeders_water","numfeeders_thistle","numfeeders_fruit","numfeeders_hopper","numfeeders_tube","numfeeders_other","population_atleast","count_area_size_sq_m_atleast","create_dt","supp_food"
"404","L1315421",35.7089387,-82.613647,2021,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,11,11,11,11,4,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,0,0,NA,NA,0,0,3,0,1,375.01,"2021-03-25T10:49:59Z",NA
"405","L1315421",35.7089387,-82.613647,2016,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,1,0,1,NA,0,1,11,4,11,4,0,1,0,1,0,1,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,1,2,1,1,100.01,"2016-01-09T13:28:04Z",NA
"406","L1315421",35.7089387,-82.613647,2017,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,11,11,11,11,11,0,1,1,4,0,1,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,NA,0,0,NA,NA,0,1,2,0,1,375.01,"2016-12-26T10:27:20Z",NA
"407","L1315421",35.7089387,-82.613647,2020,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,11,11,11,11,4,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,NA,0,0,NA,NA,0,1,2,0,1,375.01,"2020-02-14T15:30:13Z",NA
"408","L1315421",35.7089387,-82.613647,2022,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,11,11,11,11,4,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,0,NA,NA,0,0,3,0,1,NA,"2022-03-23T14:27:06Z",1
"409","L1315421",35.7089387,-82.613647,2019,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,11,11,11,11,11,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,NA,0,0,NA,NA,0,1,2,0,1,375.01,"2019-06-09T10:08:48Z",NA
"410","L1315421",35.7089387,-82.613647,2015,0,0,0,1,0,0,0,1,0,NA,1,0,0,0,1,0,1,NA,0,11,4,11,11,4,0,4,0,1,0,1,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,0,0,NA,NA,0,1,2,0,1,375.01,"2015-02-01T11:51:52Z",NA
"411","L1315421",35.7089387,-82.613647,2023,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,11,11,11,11,4,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,2,0,NA,NA,0,0,3,0,1,NA,"2023-01-23T13:46:59Z",1
"412","L1315421",35.7089387,-82.613647,2013,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,4,11,11,4,0,1,1,1,0,1,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,NA,NA,NA,NA,1,2,NA,1,100.01,"2013-03-12T11:30:16Z",NA
"413","L1315421",35.7089387,-82.613647,2014,0,0,1,1,0,1,0,1,0,NA,1,0,0,0,1,0,1,NA,0,11,11,11,11,4,0,1,0,1,0,1,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,0,0,NA,NA,0,1,2,0,1,100.01,"2014-01-20T19:42:12Z",NA
"414","L13167202",36.1064676,-80.427746,2023,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,1,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,5001,NA,"2023-02-26T10:51:14Z",0
"415","L13169716",35.9988138,-78.8096153,2021,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,11,4,1,0,1,0,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,2,NA,NA,0,0,1,1,100001,100.01,"2021-01-04T21:37:36Z",NA
"416","L13175420",36.0114035,-78.9095298,2021,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4,4,11,4,0,1,1,0,1,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,1,NA,NA,0,1,4,1,100001,100.01,"2021-01-05T13:31:58Z",NA
"417","L13191981",35.8044165,-78.7480414,2022,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,11,1,0,0,1,1,0,0,1,0,1,1,2,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,1,0,NA,NA,0,0,4,4,100001,NA,"2022-01-27T12:25:09Z",1
"418","L13191981",35.8044165,-78.7480414,2021,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,11,1,0,0,1,1,0,0,1,0,1,1,2,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0,0,NA,NA,0,0,2,5,100001,1.01,"2021-01-07T10:06:16Z",NA
"419","L13214895",35.6812479,-82.679111,2021,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,1,0,NA,NA,0,0,2,3,5001,1.01,"2021-01-09T13:43:24Z",NA
"420","L1323403",36.133499,-81.1699212,2021,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,11,11,11,4,0,1,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,3,2,NA,NA,0,4,0,2,5001,100.01,"2020-12-04T15:39:28Z",NA
"421","L1323403",36.133499,-81.1699212,2012,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1,4,0,0,0,1,0,1,NA,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,1,NA,NA,NA,NA,3,1,3,5001,100.01,"2012-01-26T17:08:16Z",NA
"422","L1323403",36.133499,-81.1699212,2019,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,11,11,4,4,0,1,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,2,NA,NA,0,5,1,2,5001,100.01,"2018-11-23T09:28:55Z",NA
"423","L1323403",36.133499,-81.1699212,2018,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,11,11,4,4,0,1,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,5,1,2,5001,100.01,"2017-11-20T10:08:06Z",NA
"424","L1323403",36.133499,-81.1699212,2014,0,0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,NA,0,1,11,4,4,4,0,1,0,1,1,1,0,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,1,NA,NA,0,7,1,1,5001,100.01,"2014-01-10T09:54:44Z",NA
"425","L1323403",36.133499,-81.1699212,2016,0,0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,NA,0,1,11,4,4,1,0,1,0,1,1,1,0,0,0,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,0,NA,NA,0,4,1,1,5001,100.01,"2016-02-07T17:13:20Z",NA
"426","L1323403",36.133499,-81.1699212,2013,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,1,4,4,0,1,0,1,0,1,0,1,1,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,NA,NA,NA,NA,NA,3,2,1,5001,100.01,"2012-12-09T15:54:10Z",NA
"427","L1323403",36.133499,-81.1699212,2015,0,0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,NA,0,1,11,4,4,1,0,1,0,1,0,1,0,0,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,0,NA,NA,0,5,2,1,5001,100.01,"2014-11-24T15:44:13Z",NA
"428","L1323403",36.133499,-81.1699212,2017,0,0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,NA,0,4,4,4,4,4,0,1,0,1,0,1,0,0,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,0,NA,3,0,NA,NA,0,1,1,2,5001,100.01,"2017-01-02T10:15:36Z",NA
"429","L1323403",36.133499,-81.1699212,2020,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,11,11,4,4,0,1,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,2,NA,NA,0,1,5,2,5001,100.01,"2019-12-15T08:56:54Z",NA
"430","L1323403",36.133499,-81.1699212,2022,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,11,11,11,4,0,1,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,NA,2,0,NA,NA,0,4,1,2,5001,NA,"2021-12-07T09:48:35Z",1
"431","L1324769",35.8886757,-79.0373077,2021,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,4,0,11,4,4,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,1,0,NA,NA,0,0,0,0,25001,1.01,"2020-12-10T09:53:50Z",NA
"432","L1324769",35.8886757,-79.0373077,2023,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,4,0,11,4,4,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,NA,1,3,NA,NA,0,0,2,0,25001,NA,"2022-11-19T13:08:55Z",1
"433","L1324769",35.8886757,-79.0373077,2022,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,4,0,11,4,4,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,1,0,NA,NA,0,0,3,0,25001,NA,"2021-12-18T09:08:13Z",1
"434","L1324769",35.8886757,-79.0373077,2020,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,4,0,11,4,4,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,NA,NA,0,0,0,0,25001,1.01,"2019-12-09T13:38:56Z",NA
"435","L1324769",35.8886757,-79.0373077,2012,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,4,0,11,4,4,0,1,1,1,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,25001,1.01,"2011-11-28T15:51:07Z",NA
"436","L13250819",35.8419384,-78.6699288,2021,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4,4,1,0,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,NA,NA,0,1,1,0,100001,100.01,"2021-01-12T12:39:13Z",NA
"437","L13256893",35.6061594,-82.4627096,2022,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,11,4,0,4,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,2,0,NA,NA,0,1,2,0,25001,NA,"2021-11-28T09:00:39Z",1
"438","L13256893",35.6061594,-82.4627096,2023,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,11,11,0,4,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,NA,NA,0,0,3,0,25001,NA,"2022-11-29T07:45:21Z",1
"439","L13256893",35.6061594,-82.4627096,2021,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,4,4,0,0,0,1,0,1,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,1,0,NA,NA,0,0,2,0,25001,375.01,"2021-01-13T08:03:53Z",NA
"440","L13288639",35.6256505,-78.679639,2021,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,0,1,1,1,0,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,1,2,1,100001,100.01,"2021-01-16T12:08:17Z",NA
"441","L133308",33.9294206,-78.2316564,2010,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,4,11,11,4,4,0,0,1,1,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,NA,NA,NA,1,4,NA,1,375.01,"2009-11-10T18:30:30Z",NA
"442","L133308",33.9294206,-78.2316564,2021,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,11,11,11,4,4,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,NA,1,1,NA,NA,0,2,1,0,1,100.01,"2021-02-19T14:21:04Z",NA
"443","L133308",33.9294206,-78.2316564,2018,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,11,11,11,1,4,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,2,1,0,1,375.01,"2017-11-28T09:10:39Z",NA
"444","L133308",33.9294206,-78.2316564,2014,0,0,1,1,0,0,0,1,0,NA,1,1,1,0,0,0,0,NA,1,4,11,4,4,4,0,0,1,1,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,0,NA,NA,0,0,4,0,1,375.01,"2013-11-11T14:30:24Z",NA
"445","L133308",33.9294206,-78.2316564,2013,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,4,11,4,4,4,0,1,1,1,1,1,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,375.01,"2013-04-01T11:07:14Z",NA
"446","L133308",33.9294206,-78.2316564,2003,0,0,0,0,0,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,11,11,11,11,4,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,1,375.01,NA,NA
"447","L133308",33.9294206,-78.2316564,2011,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,11,11,11,11,4,0,0,1,1,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,375.01,"2010-11-21T18:03:02Z",NA
"448","L133308",33.9294206,-78.2316564,2022,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,11,11,11,4,4,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,NA,NA,0,1,1,0,1,NA,"2021-11-22T09:34:28Z",1
"449","L133308",33.9294206,-78.2316564,2023,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,11,11,11,4,4,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,NA,NA,0,1,1,0,1,NA,"2023-04-02T17:17:57Z",1
"450","L133308",33.9294206,-78.2316564,2017,0,0,1,1,0,0,0,1,0,NA,1,1,1,0,0,0,0,NA,1,11,11,11,1,4,0,0,1,1,1,1,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,0,NA,NA,0,2,1,0,1,375.01,"2016-10-27T15:24:43Z",NA
"451","L133308",33.9294206,-78.2316564,2004,0,0,1,1,0,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,11,11,11,11,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,0,NA,NA,NA,1,375.01,NA,NA
"452","L133308",33.9294206,-78.2316564,2005,0,0,1,1,0,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,11,11,11,11,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,0,NA,NA,NA,1,375.01,NA,NA
"453","L133308",33.9294206,-78.2316564,2012,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,11,4,11,4,1,NA,4,1,1,1,1,NA,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,375.01,"2011-12-04T15:53:09Z",NA
"454","L133308",33.9294206,-78.2316564,2015,0,0,1,1,0,0,0,1,0,NA,1,1,1,0,1,0,0,NA,1,11,1,4,11,11,0,0,1,1,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,0,NA,NA,0,3,1,0,5001,375.01,"2015-02-02T09:59:17Z",NA
"455","L13347670",35.9288842,-78.8242435,2022,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11,4,11,4,0,0,1,0,1,1,1,1,1,1,3,0,1,1,1,1,1,0,0,0,1,1,1,1,2,0,NA,0,2,NA,NA,1,1,2,0,25001,NA,"2022-04-07T23:28:23Z",1
"456","L13347670",35.9288842,-78.8242435,2021,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,11,1,0,0,1,0,1,1,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,1,NA,NA,1,1,2,0,25001,100.01,"2021-01-21T15:49:55Z",NA
"457","L13358881",35.2863,-80.9789908,2021,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,4,4,11,4,4,0,1,0,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,1,2,2,100001,100.01,"2021-01-22T21:11:02Z",NA
"458","L13376185",35.9941882,-80.6343269,2021,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,11,4,4,4,1,0,1,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,5001,375.01,"2021-01-24T09:49:03Z",NA
"459","L13385724",35.981347,-78.9150555,2021,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,0,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,NA,NA,0,2,1,0,1,100.01,"2021-01-24T22:09:07Z",NA
"460","L13435828",35.9043686,-78.5995495,2021,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11,1,11,11,1,0,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,0,0,NA,NA,0,0,2,0,100001,100.01,"2021-01-30T15:42:08Z",NA
"461","L13447369",36.067474,-79.9022748,2021,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,0,1,0,1,0,1,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,NA,0,0,NA,NA,0,4,1,0,100001,100.01,"2021-01-31T13:35:16Z",NA
"462","L13449680",35.6195323,-78.3607089,2021,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,11,4,4,4,1,0,4,1,1,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,NA,NA,0,2,3,0,5001,100.01,"2021-01-31T15:48:23Z",NA
"463","L13518381",36.4623527,-79.0973729,2021,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4,4,11,4,4,NA,1,1,NA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,100.01,"2021-02-07T12:38:27Z",NA
"464","L13520764",36.067738,-80.4319221,2021,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,4,4,1,0,1,0,0,0,0,1,1,1,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,0,1,2,0,5001,1.01,"2021-02-07T14:42:40Z",NA
"465","L13534633",35.8721401,-78.7083063,2021,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,3,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,0,NA,0,0,NA,NA,0,1,0,0,100001,0.01,"2021-04-15T12:54:04Z",NA
"466","L13534633",35.8721401,-78.7083063,2022,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,1,1,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,0,NA,NA,0,0,2,0,100001,NA,"2022-01-28T13:57:01Z",1
"467","L13548135",35.2049014,-80.7884597,2021,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,4,0,1,1,0,0,1,1,1,1,1,1,1,1,3,1,NA,0,0,NA,NA,1,1,3,3,100001,1.01,"2021-02-18T15:35:42Z",NA
"468","L13551767",35.8577592,-78.6533144,2021,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,NA,0,0,0,1,100001,0.01,"2021-02-10T15:16:33Z",NA
"469","L13551767",35.8577592,-78.6533144,2022,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,0,0,NA,NA,0,0,1,0,100001,NA,"2022-01-12T21:29:34Z",1
"470","L13557259",34.0574923,-77.9114594,2023,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,4,0,0,0,1,0,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,NA,NA,0,0,1,0,100001,NA,"2022-11-04T08:39:55Z",1
"471","L13583627",36.3740078,-80.7170022,2021,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,4,1,4,0,0,0,0,1,0,0,1,1,0,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,0,0,NA,NA,0,0,2,0,1,1.01,"2021-02-12T12:55:40Z",NA
"472","L13665066",35.6559253,-80.4535773,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,0,2,NA,NA,0,0,3,0,25001,1.01,"2021-02-14T12:41:15Z",NA
"473","L13689432",35.8282038,-82.3410653,2021,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,4,4,11,4,4,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,0,NA,NA,1,1,0,0,1,375.01,"2021-02-15T01:18:35Z",NA
"474","L1369345",36.0232468,-79.8931427,2012,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,11,1,0,0,0,0,1,0,1,0,1,0,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,100001,100.01,"2012-01-08T22:10:51Z",NA
"475","L1369345",36.0232468,-79.8931427,2020,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,11,1,1,0,0,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,NA,NA,0,2,2,1,100001,100.01,"2020-04-04T12:21:38Z",NA
"476","L1369345",36.0232468,-79.8931427,2022,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,11,1,1,0,0,0,1,1,1,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,NA,NA,0,2,1,0,100001,NA,"2022-03-05T12:37:03Z",1
"477","L1369345",36.0232468,-79.8931427,2017,0,0,1,1,0,0,0,0,0,NA,1,0,1,0,0,0,0,NA,0,1,0,11,1,1,0,0,0,1,1,0,1,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,NA,NA,0,2,1,0,100001,1.01,"2017-01-16T15:30:54Z",NA
"478","L1369345",36.0232468,-79.8931427,2023,0,0,1,1,0,0,NA,1,0,1,1,NA,1,1,0,0,0,0,0,1,0,11,1,1,0,0,0,1,1,1,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,NA,NA,0,2,1,0,100001,NA,"2023-01-09T14:12:46Z",1
"479","L1369345",36.0232468,-79.8931427,2014,0,0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,NA,0,1,1,11,4,1,0,0,0,1,0,1,1,1,0,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,NA,NA,0,2,1,0,100001,100.01,"2014-02-13T13:57:15Z",NA
"480","L1369345",36.0232468,-79.8931427,2021,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,11,1,1,0,0,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,NA,NA,0,2,1,0,100001,100.01,"2021-04-18T19:57:10Z",NA
"481","L1369345",36.0232468,-79.8931427,2016,0,0,1,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,1,0,11,4,1,0,0,0,11,0,1,0,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,NA,NA,0,2,1,0,100001,1.01,"2016-01-23T12:00:35Z",NA
"482","L13700816",35.8071698,-82.4829911,2021,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,NA,NA,NA,1,3,NA,1,1.01,"2021-02-15T12:51:54Z",NA
